address_hierarchy_entry_idEPTS,name EPTS,level_idEPTS,parent_idEPTS,user_generated_idEPTS,latitudeEPTS,longitudeEPTS,elevationEPTS,uuidEPTS,address_hierarchy_entry_id,name,level_id,parent_id,user_generated_id,latitude,longitude,elevation,uuid
1206,Luenha-sede,5,1205,,,,,53cd914e-3c00-47b3-aa9d-ef1c5e7187e4,,#N/A,,,,,,,#N/A
1207,Dzunga,5,1205,,,,,ec896a52-d1e7-4109-be93-2ded41380eeb,,Dzunga,,,,,,,0b860b51-f266-47e1-82ee-ea1c690a48d5
1208,Nhautenga,5,1205,,,,,23e31dde-eca6-428d-a0bf-735b8a4636de,,#N/A,,,,,,,#N/A
1209,Chioco,4,1204,,,,,7049dabb-8e5e-4061-9fe3-198aea5f6f0f,,Chioco,,,,,,,e5044ed9-2736-44eb-bca3-99616f6e0bc9
1210,Mazue,5,1209,,,,,fa304649-1919-4f0a-9cca-5fa303115533,,#N/A,,,,,,,#N/A
1211,Chipembere,5,1209,,,,,95b24f59-c4cc-4032-9dd2-0aea3120cfb0,,Chipembere,,,,,,,08dc1446-512c-4e72-b5cd-04e5ef29f1ac
1212,Nchenga,5,1209,,,,,2131345b-a774-48c9-8d62-69d4fd8cab6e,,#N/A,,,,,,,#N/A
1213,Mavara,4,1204,,,,,7fe5bb6f-267d-4310-ba13-d094d1772d87,,#N/A,,,,,,,#N/A
1214,Baruma,5,1213,,,,,4b5cacad-f0fa-41d0-8d79-58590231907b,,#N/A,,,,,,,#N/A
1215,Cachembe,5,1213,,,,,32c262bb-5220-4282-a55d-c7ca9860791f,,Cachembe,,,,,,,4d63d67b-9433-4f46-9296-18dc5e900962
1216,Mufa-conde,5,1213,,,,,6431a7b7-8766-4647-aeb5-427e5ff0aa54,,#N/A,,,,,,,#N/A
1217,Chifunde,3,1169,,,,,e9c1df16-1fbb-4201-8148-5d6deabf486c,,Chifunde,,,,,,,379709af-ad47-42e9-b1cb-15cdbdb55e2d
1218,Chifunde,4,1217,,,,,736b5faa-0d87-4602-9bb8-696ff132def9,,Chifunde,,,,,,,379709af-ad47-42e9-b1cb-15cdbdb55e2d
1219,Chifunde-sede,5,1218,,,,,2d6bc5c0-15da-4772-bd26-7e76fd5cca2e,,Chifunde-Sede,,,,,,,127fcc80-38ef-4acc-99c2-98cb32fc92dd
1220,Camwenge,5,1218,,,,,26b6d0d0-83b1-450d-b052-3fae59f88156,,#N/A,,,,,,,#N/A
1221,Tsacale,5,1218,,,,,40e6ce43-032a-4845-9751-2e683395adae,,Tsacale,,,,,,,50a5ed83-0a3c-4250-80fb-c7f5b0d648f4
1222,Mualadzi,4,1217,,,,,d465cf8a-94c1-4783-bc37-91f7c21810f1,,Mualadzi,,,,,,,3b451f86-0819-4df0-8477-d43bb7da70bc
1223,Mualadzi-sede,5,1222,,,,,0061b0b4-72ec-4764-b803-c4d9e127c006,,Mualadzi-Sede,,,,,,,cc15d516-ca96-4501-b600-a5d805faab8c
1224,Bolimo,5,1222,,,,,58687954-7f9e-4b88-ba44-0da29cbaba61,,#N/A,,,,,,,#N/A
1225,Nsadzo,4,1217,,,,,e4c6a9f8-77a8-4ccd-99ec-ee6eac51fb8a,,#N/A,,,,,,,#N/A
1226,Nsadzo-sede,5,1225,,,,,802a5e7b-672d-4db4-a72c-e6373dc0b221,,#N/A,,,,,,,#N/A
1227,Angombe,5,1225,,,,,33623007-f0c3-44cd-a7cd-f26dcad3b554,,Angombe,,,,,,,9fc3be4e-0524-49e0-9d10-3007c584c92e
1228,Chiuta,3,1169,,,,,56360e32-739f-44ac-a846-e4dcc26f0061,,Chiuta,,,,,,,08cd499b-a64a-4745-b478-e08c359707a8
